ID, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials, Guide1, Guide2, Guide3, Guide4, Guide5, Guide6, Guide7, SubmitASR1, SubmitASR2A, SubmitASR2B, SubmitASR2C, SubmitASR3, SubmitASR4, SubmitASR5, SubmitASR6, SubmitASR7A, SubmitASR7B
22,19,20,41,2,39,0,0,0,0,0,8,2,5,12,0,0,0,0,0,0
23,17,10,18,9,9,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0
24,16,10,12,2,9,1,0,0,0,0,9,2,5,9,0,0,0,0,0,0
25,14,5,17,4,11,2,0,0,0,0,5,10,10,16,0,0,0,0,0,0
26,18,15,43,5,32,6,0,0,0,0,5,9,9,12,0,0,0,0,0,0
27,13,2,2,2,0,0,0,0,0,0,14,11,11,0,0,0,0,0,0,0
28,10,15,16,1,15,0,0,0,0,0,12,6,9,16,0,0,0,0,0,0
29,16,22,23,7,16,0,0,0,0,0,13,10,10,0,0,0,0,0,0,0
30,16,5,13,3,10,0,0,0,0,0,3,5,5,11,0,0,0,0,0,0
31,18,14,39,9,30,0,0,0,0,0,5,6,8,16,0,0,0,0,0,0
32,18,21,7,3,4,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0
33,28,38,21,5,11,5,0,0,0,0,4,5,5,13,0,0,0,0,0,0
34,20,32,7,5,2,0,0,0,0,0,5,3,3,8,0,0,0,0,0,0
35,9,3,8,6,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
36,17,16,26,2,20,4,0,0,0,0,6,2,2,9,-22,-29,0,0,0,0
37,12,0,4,1,3,0,0,0,0,0,8,11,11,11,0,0,0,0,0,0
38,17,11,23,2,17,4,0,0,0,0,6,7,7,15,0,0,0,0,0,0
39,12,0,24,3,17,4,0,0,0,0,7,2,2,12,0,0,0,0,0,0
40,17,26,18,3,13,2,0,0,0,0,6,2,2,12,0,0,0,0,0,0
41,19,12,40,10,30,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0
42,17,21,17,2,15,0,0,0,0,0,5,2,2,9,0,0,0,0,0,0
43,13,14,9,1,8,0,0,0,0,0,9,6,6,14,0,0,0,0,0,0
44,27,27,35,2,33,0,0,0,0,0,11,8,8,15,0,0,0,0,0,0
45,13,0,28,3,25,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0
46,13,3,12,2,9,1,0,0,0,0,8,5,5,15,0,0,0,0,0,0
47,11,4,19,3,16,0,0,0,0,0,7,9,9,16,0,0,0,0,0,0
48,10,0,23,7,16,0,0,0,0,0,9,10,11,0,0,0,0,0,0,0
49,8,10,15,2,13,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0
50,11,2,19,2,16,1,0,0,0,0,9,6,6,12,0,0,0,0,0,0
51,15,3,11,5,6,0,0,0,0,0,8,5,5,6,0,0,0,0,0,0
52,15,1,12,3,9,0,0,0,0,0,9,6,6,13,0,0,0,0,0,0
53,16,15,46,6,31,9,0,0,0,0,2,4,4,8,2,0,0,0,0,0
54,14,4,16,3,13,0,0,0,0,0,8,10,10,12,0,0,0,0,0,0
55,14,9,15,5,7,3,0,0,0,0,12,11,11,16,0,0,0,0,0,0
56,11,6,18,1,15,2,0,0,0,0,12,8,8,16,0,0,0,0,0,0
57,20,15,8,2,4,2,0,0,0,0,5,-1,6,13,0,0,0,0,0,0
58,17,12,35,10,25,0,0,0,0,0,8,9,9,9,0,0,0,0,0,0
59,16,3,25,4,21,0,0,0,0,0,13,10,10,0,0,0,0,0,0,0
60,24,11,32,9,23,0,0,0,0,0,3,4,9,14,0,0,0,0,0,0
61,18,7,22,1,13,8,0,0,0,0,8,2,4,4,0,0,0,0,0,0
62,15,1,30,11,16,3,0,0,0,0,4,6,6,6,0,0,0,0,0,0
63,13,3,23,3,18,2,0,0,0,0,2,6,10,15,0,0,0,0,0,0
64,14,6,19,2,17,0,0,0,0,0,14,9,9,0,0,0,0,0,0,0
65,10,5,17,3,14,0,0,0,0,0,6,11,11,0,0,0,0,0,0,0
66,14,10,8,4,3,1,0,0,0,0,2,4,4,12,0,0,0,0,0,0
67,16,10,22,1,21,0,0,0,0,0,8,2,5,11,0,0,0,0,0,0
68,16,11,39,0,33,6,0,0,0,0,8,4,8,14,0,0,0,0,0,0
69,17,1,29,1,28,0,0,0,0,0,13,8,10,16,0,0,0,0,0,0
70,20,22,43,10,30,3,0,0,0,0,11,7,7,14,0,0,0,0,0,0
71,14,10,19,2,17,0,0,0,0,0,13,5,9,12,0,0,0,0,0,0
72,21,10,23,5,10,8,0,0,0,0,3,4,4,8,2,0,0,0,0,0
73,21,34,40,9,30,1,0,0,0,0,9,5,5,16,0,0,0,0,0,0
74,15,16,16,1,14,1,0,0,0,0,5,4,9,16,0,0,0,0,0,0
75,35,56,26,4,19,3,0,0,0,0,3,2,2,9,2,0,0,0,0,0
76,14,4,20,4,15,1,0,0,0,0,11,7,9,0,0,0,0,0,0,0
77,16,29,31,10,21,0,0,0,0,0,8,7,7,14,0,0,0,0,0,0
78,13,20,29,4,25,0,0,0,0,0,6,10,10,0,0,0,0,0,0,0
79,18,9,22,7,14,1,0,0,0,0,2,9,9,16,0,0,0,0,0,0
80,14,2,24,5,19,0,0,0,0,0,12,5,8,13,0,0,0,0,0,0
81,12,21,36,9,27,0,0,0,0,0,9,6,6,13,0,0,0,0,0,0
82,19,5,39,3,36,0,0,0,0,0,7,6,5,14,0,0,0,0,0,0
83,14,5,25,4,21,0,0,0,0,0,16,13,13,0,0,0,0,0,0,0
84,13,4,21,2,15,4,0,0,0,0,6,2,3,9,1,0,0,0,0,0
85,12,0,18,1,17,0,0,0,0,0,7,4,6,12,0,0,0,0,0,0
86,13,12,37,4,21,12,0,0,0,0,7,4,5,11,0,0,0,0,0,0
87,13,20,29,4,25,0,0,0,0,0,6,10,10,0,0,0,0,0,0,0
88,10,1,22,1,20,1,0,0,0,0,12,4,8,15,0,0,0,0,0,0
89,28,28,27,10,17,0,0,0,0,0,6,5,5,10,0,0,0,0,0,0
90,23,20,36,2,33,1,0,0,0,0,9,9,9,15,0,0,0,0,0,0
91,12,0,6,1,5,0,0,0,0,0,12,8,8,16,0,0,0,0,0,0
92,20,11,32,4,28,0,0,0,0,0,12,7,11,0,0,0,0,0,0,0
93,16,8,8,5,3,0,0,0,0,0,13,9,9,0,0,0,0,0,0,0
94,15,13,26,4,22,0,0,0,0,0,7,4,7,8,0,0,0,0,0,0
95,16,4,24,2,16,6,0,0,0,0,9,4,5,6,0,0,0,0,0,0
96,10,2,15,0,14,1,0,0,0,0,20,13,13,13,0,0,0,0,0,0
97,14,8,4,4,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,0
98,15,4,16,4,11,1,0,0,0,0,11,2,8,14,0,0,0,0,0,0
99,11,3,26,4,21,1,0,0,0,0,12,10,14,0,0,0,0,0,0,0
100,16,11,10,5,4,1,0,0,0,0,11,5,8,13,0,0,0,0,0,0
101,18,11,40,7,33,0,0,0,0,0,3,4,4,15,0,0,0,0,0,0
102,12,0,13,2,10,1,0,0,0,0,8,4,5,12,0,0,0,0,0,0
103,14,2,26,3,23,0,0,0,0,0,6,5,6,12,0,0,0,0,0,0
104,14,2,39,2,31,6,0,0,0,0,7,5,8,14,0,0,0,0,0,0
105,16,9,22,2,20,0,0,0,0,0,1,8,8,12,0,0,0,0,0,0
106,24,50,40,13,27,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0
107,14,4,23,3,20,0,0,0,0,0,8,7,7,15,0,0,0,0,0,0
108,11,0,24,2,22,0,0,0,0,0,8,4,5,13,0,0,0,0,0,0
109,11,5,27,7,20,0,0,0,0,0,9,5,10,13,0,0,0,0,0,0
110,14,1,22,4,18,0,0,0,0,0,14,5,11,0,0,0,0,0,0,0
