ID, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials, Guide1, Guide2, Guide3, Guide4, Guide5, Guide6, Guide7, SubmitASR1, SubmitASR2A, SubmitASR2B, SubmitASR2C, SubmitASR3, SubmitASR4, SubmitASR5, SubmitASR6, SubmitASR7A, SubmitASR7B
1,30,10,11,1,6,1,3,0,0,0,4,4,4,13,10,16,0,0,0,0
2,8,5,8,5,2,1,0,0,0,0,21,11,0,0,0,0,0,0,0,0
3,26,3,48,1,18,13,12,4,0,0,2,3,4,11,5,12,0,0,0,0
4,16,9,3,3,0,0,0,0,0,0,6,6,6,17,8,0,0,0,0,0
5,28,23,59,9,22,11,17,0,0,0,5,3,8,14,9,16,0,0,0,0
6,21,16,76,5,40,16,15,0,0,0,5,-1,9,16,9,9,0,0,0,0
7,25,17,65,9,21,8,24,3,0,0,0,2,5,12,8,11,0,0,0,0
8,17,3,37,1,18,5,13,0,0,0,12,9,10,16,10,0,0,0,0,0
9,23,9,60,2,23,11,24,0,0,0,13,4,11,16,11,0,0,0,0,0
10,47,54,111,11,55,15,28,2,0,0,8,4,6,13,6,2,0,0,0,0
11,20,15,57,11,20,10,16,0,0,0,5,6,6,16,8,8,0,0,0,0
12,36,13,36,1,13,5,13,4,0,0,5,4,4,8,4,9,1,0,0,0
13,16,0,46,4,24,8,10,0,0,0,14,10,10,18,12,0,0,0,0,0
14,23,17,16,2,12,1,1,0,0,0,6,7,8,15,10,16,0,0,0,0
15,20,39,32,1,14,7,10,0,0,0,4,10,10,14,8,16,0,0,0,0
16,39,19,49,1,20,7,20,1,0,0,8,5,5,12,5,8,0,0,0,0
17,27,15,55,1,23,13,14,4,0,0,9,3,4,13,6,5,0,0,0,0
18,29,12,59,5,17,13,17,7,0,0,5,2,2,9,2,9,2,0,0,0
19,18,11,46,2,28,10,6,0,0,0,11,7,11,18,11,0,0,0,0,0
20,18,2,41,4,16,8,13,0,0,0,6,5,3,11,3,4,0,0,0,0
21,23,7,33,1,14,8,7,3,0,0,4,2,2,8,3,15,1,0,0,0
22,39,29,83,2,41,13,27,0,0,0,8,2,5,12,5,3,0,0,0,0
23,17,10,18,9,9,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0
24,20,12,15,2,9,2,1,1,0,0,9,2,5,9,7,15,0,0,0,0
25,19,5,23,4,11,4,4,0,0,0,5,10,10,16,11,7,0,0,0,0
26,24,18,78,5,32,14,23,4,0,0,5,9,9,12,5,5,0,0,0,0
27,19,2,2,2,0,0,0,0,0,0,14,11,11,18,11,0,0,0,0,0
28,15,16,38,1,15,10,12,0,0,0,12,6,9,16,9,9,0,0,0,0
29,25,35,36,7,22,3,4,0,0,0,13,10,10,17,11,10,0,0,0,0
30,27,8,32,3,10,7,12,0,0,0,3,5,5,11,5,16,0,0,0,0
31,26,18,63,9,30,11,13,0,0,0,5,6,8,16,10,16,0,0,0,0
32,27,37,9,3,4,1,1,0,0,0,9,4,9,18,9,0,0,0,0,0
33,43,49,27,5,11,6,4,1,0,0,4,5,5,13,7,15,0,0,0,0
34,30,39,11,5,2,2,2,0,0,0,5,3,3,8,3,10,1,0,0,0
35,14,3,17,6,11,0,0,0,0,0,14,17,18,25,0,0,0,0,0,0
36,24,22,41,3,20,4,9,5,0,0,6,2,2,9,-22,-29,2,0,0,0
37,18,1,9,1,4,0,4,0,0,0,8,11,11,11,10,0,0,0,0,0
38,27,18,62,2,17,11,29,3,0,0,6,7,7,15,7,8,0,0,0,0
39,18,0,45,3,17,9,13,3,0,0,7,2,2,12,4,13,0,0,0,0
40,23,34,34,3,13,5,13,0,0,0,6,2,2,12,5,15,0,0,0,0
41,23,15,65,10,30,10,15,0,0,0,0,3,5,14,10,5,0,0,0,0
42,26,36,42,2,15,5,20,0,0,0,5,2,2,9,4,9,0,0,0,0
43,20,23,16,1,8,5,2,0,0,0,9,6,6,14,8,13,0,0,0,0
44,43,55,71,2,33,16,20,0,0,0,11,8,8,15,8,15,0,0,0,0
45,18,0,62,3,34,8,17,0,0,0,2,9,10,17,11,11,0,0,0,0
46,16,3,28,2,9,8,9,0,0,0,8,5,5,15,9,0,0,0,0,0
47,20,6,36,3,18,7,8,0,0,0,7,9,9,16,10,9,0,0,0,0
48,13,1,26,7,18,1,0,0,0,0,9,10,11,18,0,0,0,0,0,0
49,17,15,43,2,17,8,16,0,0,0,14,8,18,18,11,0,0,0,0,0
50,18,3,39,2,17,8,11,1,0,0,9,6,6,12,6,13,0,0,0,0
51,23,6,29,5,7,3,10,4,0,0,8,5,5,6,3,10,0,0,0,0
52,22,1,22,3,9,4,6,0,0,0,9,6,6,13,8,7,0,0,0,0
53,24,24,78,6,31,9,23,9,0,0,2,4,4,8,2,8,0,0,0,0
54,20,6,26,3,13,4,6,0,0,0,8,10,10,12,4,3,0,0,0,0
55,17,10,27,5,7,5,7,3,0,0,12,11,11,16,11,10,0,0,0,0
56,16,6,39,1,15,8,11,4,0,0,12,8,8,16,9,16,0,0,0,0
57,33,29,17,2,4,3,8,0,0,0,5,-1,6,13,8,16,0,0,0,0
58,33,23,78,11,31,6,30,0,0,0,8,9,9,9,11,11,0,0,0,0
59,28,4,55,4,23,11,15,2,0,0,13,10,10,17,10,16,0,0,0,0
60,38,25,59,9,23,12,15,0,0,0,3,4,9,14,9,5,0,0,0,0
61,27,12,48,1,13,18,15,1,0,0,8,2,4,4,5,4,0,0,0,0
62,19,2,46,11,16,19,0,0,0,0,4,6,6,6,6,0,0,0,0,0
63,20,5,53,3,18,14,18,0,0,0,2,6,10,15,11,15,0,0,0,0
64,27,9,38,2,23,9,4,0,0,0,14,9,9,18,11,0,0,0,0,0
65,17,5,40,3,17,7,13,0,0,0,6,11,11,18,11,0,0,0,0,0
66,17,12,9,4,3,1,1,0,0,0,2,4,4,12,4,11,0,0,0,0
67,26,33,56,1,22,5,28,0,0,0,8,2,5,11,4,12,0,0,0,0
68,25,25,78,0,33,13,32,0,0,0,8,4,8,14,8,16,0,0,0,0
69,26,4,64,1,28,12,23,0,0,0,13,8,10,16,10,4,0,0,0,0
70,33,38,94,10,30,18,32,4,0,0,11,7,7,14,7,9,0,0,0,0
71,20,15,42,2,17,6,17,0,0,0,13,5,9,12,9,16,0,0,0,0
72,29,14,43,5,10,8,15,5,0,0,3,4,4,8,2,12,0,0,0,0
73,27,47,70,9,30,13,18,0,0,0,9,5,5,16,8,16,0,0,0,0
74,21,25,33,1,14,8,9,1,0,0,5,4,9,16,8,0,0,0,0,0
75,53,96,42,4,19,3,10,6,0,0,3,2,2,9,2,2,0,0,0,0
76,20,4,43,4,18,9,12,0,0,0,11,7,9,18,11,0,0,0,0,0
77,32,48,59,10,21,9,18,1,0,0,8,7,7,14,8,5,0,0,0,0
78,20,23,49,4,29,10,6,0,0,0,6,10,10,17,10,0,0,0,0,0
79,25,14,57,8,14,16,19,0,0,0,2,9,9,16,8,0,0,0,0,0
80,18,2,39,5,19,6,9,0,0,0,12,5,8,13,10,0,0,0,0,0
81,17,28,80,9,27,24,20,0,0,0,9,6,6,13,6,6,0,0,0,0
82,25,8,82,3,36,28,15,0,0,0,7,6,5,14,9,12,0,0,0,0
83,23,13,43,4,23,11,5,0,0,0,16,13,13,19,15,11,0,0,0,0
84,18,4,37,2,15,4,13,3,0,0,6,2,3,9,1,11,0,0,0,0
85,21,1,36,1,17,7,10,1,0,0,7,4,6,12,5,14,0,0,0,0
86,18,20,72,4,21,20,25,2,0,0,7,4,5,11,3,12,0,0,0,0
87,20,23,49,4,29,10,6,0,0,0,6,10,10,17,10,0,0,0,0,0
88,16,1,50,1,20,10,18,1,0,0,12,4,8,15,9,16,0,0,0,0
89,40,49,45,10,17,8,8,2,0,0,6,5,5,10,5,8,0,0,0,0
90,33,24,66,2,33,10,21,0,0,0,9,9,9,15,8,14,0,0,0,0
91,16,1,17,1,5,2,9,0,0,0,12,8,8,16,8,16,0,0,0,0
92,23,13,54,4,32,14,4,0,0,0,12,7,11,22,0,0,0,0,0,0
93,24,13,14,5,3,4,2,0,0,0,13,9,9,17,11,0,0,0,0,0
94,24,20,54,4,24,6,20,0,0,0,7,4,7,8,9,15,0,0,0,0
95,23,4,41,2,16,8,13,2,0,0,9,4,5,6,7,7,0,0,0,0
96,15,2,44,0,23,14,7,0,0,0,20,13,13,13,18,0,0,0,0,0
97,18,9,4,4,0,0,0,0,0,0,3,10,11,18,0,0,0,0,0,0
98,23,6,28,4,11,2,9,2,0,0,11,2,8,14,9,9,0,0,0,0
99,13,3,34,4,22,7,1,0,0,0,12,10,14,18,21,0,0,0,0,0
100,24,16,17,5,4,1,6,1,0,0,11,5,8,13,8,15,0,0,0,0
101,30,19,84,7,33,17,27,0,0,0,3,4,4,15,8,14,0,0,0,0
102,16,0,31,2,10,5,14,0,0,0,8,4,5,12,5,11,0,0,0,0
103,20,4,53,3,23,6,21,0,0,0,6,5,6,12,10,16,0,0,0,0
104,20,2,63,2,31,12,18,0,0,0,7,5,8,14,10,16,0,0,0,0
105,22,19,43,2,20,10,11,0,0,0,1,8,8,12,6,13,0,0,0,0
106,37,64,60,13,31,8,8,0,0,0,4,10,10,24,17,0,0,0,0,0
107,22,5,41,3,20,7,11,0,0,0,8,7,7,15,9,3,0,0,0,0
108,17,2,51,2,22,12,15,0,0,0,8,4,5,13,5,15,0,0,0,0
109,17,6,54,7,21,11,15,0,0,0,9,5,10,13,11,15,0,0,0,0
110,24,3,52,4,20,6,22,0,0,0,14,5,11,18,10,0,0,0,0,0
