num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation
89.6,21.6,9.712698411249999,4.65,1.9099747475000002,51.1938728045,33.35,28.85,66.8,74.75,2.9,4.55,4.5,11.9,6.45,2.2
73.9047619047619,30.61904761904762,8.028722518857142,3.5238095238095237,-0.6549817906190475,63.62699769571429,28.857142857142858,15.142857142857142,63.95238095238095,85.95238095238095,2.619047619047619,4.523809523809524,3.4285714285714284,15.523809523809524,5.285714285714286,2.5238095238095237
