above,current,suggested,delta
 ReviewedActivities,2.807507908,-0.34887414463999994,3.1563820526399997
avg_due,1.288912353,0.24198599152,1.04692636148
 StudyingSupplementalMaterialActivities,5.706215219,0.13641722396,5.56979799504
days_no_activities,-0.038423579,-0.17239862616000004,0.13397504716000003
Surveys,0.625316731,-0.06734180196,0.6926585329599999
num_online_meetings,1.718433447,-0.12050249344000004,1.83893594044
