above,current,suggested,delta
num_logins,0.114378196,0.10798077148000002,0.006397424519999986
 StudyingSupplementalMaterialActivities,0.515496952,0.13641722396,0.37907972804
Procedures Quiz,1.113938091,0.3244625044400001,0.78947558656
Fluency Drills paticipation,-0.04255769,-0.10844329980000002,0.06588560980000002
 TotalStudyGuideMaterials,1.035061519,0.38462413440000004,0.6504373846
