above,current,suggested,delta
 ReviewedActivities,-0.185790965,-0.34887414463999994,0.16308317963999994
avg_due,1.14796603,0.24198599152,0.9059800384800001
num_logins,0.5675291,0.10798077148000002,0.45954832852
act_per_day,0.404419335,-0.01104921008,0.41546854508
num_online_meetings,1.485065942,-0.12050249344000004,1.6055684354400002
