below,current,suggested,delta
avg_time_test,-0.563413433,-0.29639294808,0.26702048492
avg_due,0.110745654,0.24198599152,0.13124033752
Unit Discussions paticipation,-0.338008615,-0.25167818263999997,0.08633043236000004
Procedures Quiz,-0.530802714,0.3244625044400001,0.85526521844
days_no_activities,-0.835894096,-0.17239862616000004,0.66349546984
num_online_meetings,-1.081976615,-0.12050249344000004,0.96147412156
