below,current,suggested,delta
 StudyingSupplementalMaterialActivities,-0.860829861,0.13641722396,0.99724708496
Procedures Quiz,-0.530802714,0.3244625044400001,0.85526521844
days_no_activities,-2.191593973,-0.17239862616000004,2.0191953468399997
 TotalStudyGuideMaterials,-0.415728186,0.38462413440000004,0.8003523204
