below,current,suggested,delta
CyberRat Assignments,-0.296335051,-0.19577028407999994,0.10056476692000008
avg_due,-0.066857039,0.24198599152,0.30884303052
Crossword paticipation,-0.511323454,-0.34554700796000004,0.16577644603999997
Procedures Quiz,-0.530802714,0.3244625044400001,0.85526521844
Surveys,-0.336709009,-0.06734180196,0.26936720704
Average number of activites accessed before each test,-0.955665704,-0.21131069792,0.7443550060799999
