above,current,suggested,delta
CyberRat Assignments,-0.036253756,-0.19577028407999994,0.15951652807999994
avg_due,0.518405788,0.24198599152,0.27641979648000004
num_logins,0.434249422,0.10798077148000002,0.32626865052
 StudyingSupplementalMaterialActivities,0.279555212,0.13641722396,0.14313798804
act_per_day,0.227012951,-0.01104921008,0.23806216108
Surveys,0.144303861,-0.06734180196,0.21164566296
Average number of activites accessed before each test,-0.042139106,-0.21131069792,0.16917159192
