"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes",Grade,Above Average
"69","7","12.928571701049805","143","11.383333333333333","8.366666666666667","18.1","1423.1","10.45","0","16.0","0","16.333333333333332","16.116666666666667","10.816666666666666","14.85","0","0","0","0","96.59479166666664",1013.72,Y
"70","13","7.125","90","16.15","0","20.65","0","13.866666666666667","0","30.2","21.866666666666667","18.683333333333334","0","13.333333333333334","0","0","0","0","0","8.421875",953.25,Y
"71","5","13.589285850524902","188","28.116666666666667","18.416666666666668","33.233333333333334","29.1","14.683333333333334","9.716666666666667","42.28333333333333","26.45","25.066666666666666","31.666666666666668","19.8","0","0","0","0","0","17.408333333333335",945.15,Y
"72","17","7.017857074737549","94","25.383333333333333","0","32.166666666666664","0","22.9","0","34.53333333333333","0","34.4","0","23.216666666666665","0","0","0","0","0","10.7875",991.33,Y
"73","12","8.982142448425293","126","18.6","12.683333333333334","30.933333333333334","0","0","15.216666666666667","0","43.86666666666667","0","0","0","0","0","0","0","0","7.581250000000001",826.76,N
"74","28","6.214285850524902","76","35.81666666666667","19.633333333333333","27.5","25.9","15.633333333333333","10.55","23.75","21.0","34.833333333333336","27.75","0","0","0","0","0","0","15.147916666666667",912.25,N
"75","21","10.25","121","43.583333333333336","25.516666666666666","57.95","21.966666666666665","32.5","0","41.86666666666667","0","42.666666666666664","0","26.15","0","0","0","0","0","18.2625",953.5,Y
"76","20","8.267857551574707","93","8.3","6.716666666666667","16.766666666666666","14.95","8.733333333333333","6.766666666666667","14.8","12.8","15.266666666666667","15.583333333333334","11.25","11.7","0","0","0","0","8.977083333333333",993.09,Y
"77","28","6.857142925262451","107","0","27.933333333333334","0","51.833333333333336","0","26.266666666666666","0","52.9","0","0","0","0","0","0","0","0","9.933333333333334",395.06,N
"78","40","4.8214287757873535","66","26.416666666666668","0","51.016666666666666","0","28.9","18.533333333333335","0","0","35.833333333333336","0","0","0","0","0","0","0","10.043750000000001",830.81,N
