"ID","num_logins","days_no_activities","act_per_day","num_online_meetings","due_1A","due_1B","due_2_1A","due_2_1B","due_2_2A","due_2_2B","due_3A","due_3B","due_4A","due_4B","due_5A","due_5B","due_6A","due_6B","due_7A","due_7B","avg_due","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","avg_time_test"
"1","48","23","7.5714287757873535","3","4","4","4","0","4","4","1","1","2","2","-999","-999","-999","-999","-999","-999","2.6","18.0","12.233333333333333","18.95","18.75","50.233333333333334","334.95","53.5","19.816666666666666","21.066666666666666","22.416666666666668","0","0","0","0","0","0","56.991666666666674"
"2","16","40","3.9795918464660645","3","0","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","22.933333333333334","18.65","30.966666666666665","34.55","14.683333333333334","1.3166666666666667","100.6","0","0","0","0","0","0","0","0","0","31.957142857142856"
"3","51","21","6.9795918464660645","1","2","2","0","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","0.5714285714285714","25.583333333333332","18.366666666666667","30.716666666666665","30.233333333333334","23.783333333333335","0","24.15","17.25","0","0","0","0","0","0","0","0","24.297619047619047"
"4","47","23","7.224489688873291","8","4","4","4","1","3","3","2","1","4","4","-999","-999","-999","-999","-999","-999","3.0","18.133333333333333","16.516666666666666","32.75","21.25","17.533333333333335","0","31.633333333333333","32.61666666666667","131.63333333333333","40.0","0","0","0","0","0","0","38.007407407407406"
"5","87","10","11.183673858642578","0","1","0","0","0","1","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","0.25","30.433333333333334","19.683333333333334","63.1","76.6","62.666666666666664","55.333333333333336","84.66666666666667","98.5","0","0","0","0","0","0","0","0","61.37291666666667"
"6","113","3","16.4489803314209","0","3","2","3","2","4","3","3","-999","4","-999","-999","-999","-999","-999","-999","-999","3.0","41.63333333333333","32.916666666666664","39.8","27.066666666666666","32.03333333333333","21.916666666666668","33.43333333333333","0","28.0","0","0","0","0","0","0","0","32.099999999999994"
"7","77","25","9.979591369628906","0","1","-20","1","-13","1","-6","1","0","-999","-999","-999","-999","-999","-999","-999","-999","-4.375","46.766666666666666","0","17.3","0","19.716666666666665","0","148.13333333333333","22.633333333333333","0","0","0","0","0","0","0","0","50.91"
"8","50","26","7.673469543457031","4","-1","-3","-3","-3","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-2.0","0","13.283333333333333","0","1403.0166666666667","19.45","0","0","0","0","0","0","0","0","0","0","0","478.5833333333333"
"9","72","13","8.469388008117676","9","4","2","3","2","2","-999","1","-999","4","-999","-999","-999","-999","-999","-999","-999","2.5714285714285716","21.75","10.05","23.216666666666665","20.216666666666665","14.483333333333333","0","36.36666666666667","0","30.583333333333332","0","0","0","0","0","0","0","22.380952380952383"
"11","93","10","12.36734676361084","0","1","0","1","-999","0","1","1","0","1","-999","-999","-999","-999","-999","-999","-999","0.625","28.766666666666666","19.366666666666667","58.766666666666666","0","49.68333333333333","62.2","85.36666666666666","66.38333333333334","89.6","0","0","0","0","0","0","0","57.516666666666666"
