"ID","num_logins","days_no_activities","act_per_day","num_online_meetings","due_1A","due_1B","due_2_1A","due_2_1B","due_2_2A","due_2_2B","due_3A","due_3B","due_4A","due_4B","due_5A","due_5B","due_6A","due_6B","due_7A","due_7B","avg_due","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","avg_time_test"
"17","60","29","6.4464287757873535","1","4","4","4","2","2","2","4","1","2","-999","1","1","-999","-999","-999","-999","2.4545454545454546","17.233333333333334","543.55","18.4","11.183333333333334","10.0","5.566666666666666","24.083333333333332","20.316666666666666","26.5","0","92.63333333333334","18.266666666666666","0","0","0","0","71.61212121212121"
"18","37","33","5.9464287757873535","0","2","1","0","-999","0","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","0.375","101.28333333333333","16.916666666666668","40.78333333333333","0","23.25","19.1","845.0833333333334","0","24.116666666666667","36.03333333333333","0","0","0","0","0","0","138.32083333333333"
"19","84","15","11.642857551574707","9","2","-999","1","-999","2","-999","2","-999","2","-999","1","-999","-999","-999","-999","-999","1.6666666666666667","33.93333333333333","0","26.216666666666665","0","27.05","0","34.8","0","55.9","0","24.25","0","0","0","0","0","33.69166666666666"
"20","56","25","7.4464287757873535","6","1","0","1","-999","1","-999","1","-999","0","0","1","-999","-999","-999","-999","-999","0.625","52.35","14.333333333333334","29.116666666666667","0","19.433333333333334","0","40.03333333333333","0","43.15","12.7","21.616666666666667","0","0","0","0","0","29.09166666666667"
"21","28","37","7.5535712242126465","0","1","0","0","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","0.1111111111111111","20.633333333333333","25.383333333333333","29.516666666666666","36.63333333333333","36.81666666666667","18.9","26.733333333333334","1415.6","71.51666666666667","0","0","0","0","0","0","0","186.85925925925926"
"22","59","22","8.089285850524902","4","4","4","4","4","1","1","1","1","2","2","1","1","-999","-999","-999","-999","2.1666666666666665","16.666666666666668","33.166666666666664","26.6","17.9","16.116666666666667","7.383333333333334","15.866666666666667","23.633333333333333","19.816666666666666","26.133333333333333","9.483333333333333","14.35","0","0","0","0","18.926388888888887"
"23","78","14","10.232142448425293","5","2","2","3","1","2","2","1","1","2","1","1","1","-999","-999","-999","-999","1.5833333333333333","25.316666666666666","10.016666666666667","23.916666666666668","27.4","14.883333333333333","1428.2166666666667","26.15","38.95","1410.15","37.766666666666666","21.25","28.7","0","0","0","0","257.7263888888889"
"24","40","32","9.910714149475098","10","1","0","0","0","0","0","1","1","0","-999","1","-999","-999","-999","-999","-999","0.4","18.9","13.816666666666666","29.9","29.216666666666665","24.616666666666667","0","28.183333333333334","56.36666666666667","19.75","0","18.85","0","0","0","0","0","26.62222222222222"
"25","94","15","14.035714149475098","4","4","4","4","0","4","-999","3","2","3","-999","1","-999","-999","-999","-999","-999","2.7777777777777777","17.983333333333334","128.68333333333334","38.88333333333333","23.383333333333333","26.633333333333333","0","47.15","51.06666666666667","41.11666666666667","0","28.716666666666665","0","0","0","0","0","44.84629629629629"
"26","44","33","5.3035712242126465","1","-7","-7","-8","-8","-7","-7","-18","-18","-999","-999","-999","-999","-999","-999","-999","-999","-10.0","0","1412.45","0","75.51666666666667","0","18.666666666666668","0","35.7","0","0","0","0","0","0","0","0","385.58333333333337"
"27","92","17","12.160714149475098","4","4","-2","3","3","4","-999","4","-999","4","-999","3","-999","-999","-999","-999","-999","2.875","68.9","0","120.4","76.95","90.68333333333334","0","73.58333333333333","0","72.96666666666667","0","84.76666666666667","0","0","0","0","0","84.03571428571429"
"28","36","37","4.4285712242126465","0","1","0","0","0","0","0","1","0","1","0","-999","-999","-999","-999","-999","-999","0.3","28.2","27.133333333333333","57.21666666666667","63.38333333333333","43.516666666666666","19.6","53.95","61.71666666666667","38.75","68.53333333333333","0","0","0","0","0","0","46.2"
"29","105","10","10.625","0","3","1","3","1","3","1","3","2","3","1","2","1","-999","-999","-999","-999","2.0","25.55","34.53333333333333","44.68333333333333","51.016666666666666","35.766666666666666","28.616666666666667","54.9","0","72.73333333333333","66.01666666666667","44.666666666666664","70.91666666666667","0","0","0","0","48.127272727272725"
"30","100","16","10.125","3","3","3","3","3","3","-999","3","3","2","-999","1","1","-999","-999","-999","-999","2.5","34.2","26.233333333333334","50.56666666666667","45.86666666666667","28.216666666666665","0","52.8","62.333333333333336","70.1","0","22.966666666666665","41.516666666666666","0","0","0","0","43.47999999999999"
"31","60","23","10.75","8","4","4","4","1","4","-999","1","1","1","-999","1","-999","-999","-999","-999","-999","2.3333333333333335","15.583333333333334","94.65","18.233333333333334","17.983333333333334","9.866666666666667","0","27.066666666666666","20.716666666666665","16.05","0","14.0","0","0","0","0","0","26.016666666666666"
"32","87","9","10.285714149475098","3","3","0","3","1","2","-999","3","2","2","-999","1","-999","-999","-999","-999","-999","1.8888888888888888","21.85","13.9","23.0","22.416666666666668","22.95","0","34.6","43.166666666666664","33.2","0","24.35","0","0","0","0","0","26.6037037037037"
"33","52","31","7.5","0","2","-999","2","-3","4","2","2","-999","4","4","3","3","-999","-999","-999","-999","2.3","27.966666666666665","0","28.7","0","11.616666666666667","0","25.933333333333334","0","33.93333333333333","0","21.116666666666667","25.15","0","0","0","0","24.916666666666668"
"34","131","15","15.571428298950195","5","2","1","2","1","2","0","1","0","2","0","1","1","-999","-999","-999","-999","1.0833333333333333","40.6","16.95","39.766666666666666","33.55","23.083333333333332","20.05","36.1","34.96666666666667","48.43333333333333","32.983333333333334","21.783333333333335","51.28333333333333","0","0","0","0","33.29583333333334"
"35","52","29","5.910714149475098","3","2","-999","2","-999","3","-999","2","-999","1","-999","1","-999","-999","-999","-999","-999","1.8333333333333333","18.616666666666667","0","29.216666666666665","0","18.016666666666666","0","25.3","0","25.066666666666666","0","30.416666666666668","0","0","0","0","0","24.438888888888886"
"36","62","24","8.017857551574707","1","1","-999","1","-999","1","0","0","-999","1","-999","1","-999","-999","-999","-999","-999","0.7142857142857143","14.45","0","20.9","0","15.266666666666667","17.116666666666667","19.9","0","24.283333333333335","0","0","0","0","0","0","0","18.652777777777775"
"37","36","31","5.1964287757873535","11","2","1","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.5","29.416666666666668","0","47.06666666666667","25.083333333333332","28.7","1.3833333333333333","0","0","0","0","0","0","0","0","0","0","26.329999999999995"
"38","78","32","7.767857074737549","4","0","0","-1","-1","-999","-1","0","0","0","-999","-999","-999","-999","-999","-999","-999","-0.375","13.6","19.333333333333332","0","98.0","0","28.433333333333334","29.833333333333332","23.916666666666668","30.166666666666668","0","0","0","0","0","0","0","34.75476190476191"
"39","94","22","8.446428298950195","3","2","0","2","1","1","1","0","0","0","0","1","1","-999","-999","-999","-999","0.75","19.8","16.616666666666667","31.216666666666665","27.966666666666665","22.8","13.566666666666666","32.31666666666667","41.266666666666666","25.183333333333334","40.81666666666667","18.933333333333334","29.916666666666668","0","0","0","0","26.700000000000003"
"40","55","23","6.357142925262451","0","4","2","3","1","2","-999","3","0","2","-999","1","1","-999","-999","-999","-999","1.9","14.5","10.95","22.616666666666667","19.65","13.65","0","17.3","19.966666666666665","17.916666666666668","0","17.4","21.816666666666666","0","0","0","0","17.576666666666668"
"41","124","14","14.107142448425293","5","4","-999","4","4","4","2","4","1","4","-999","2","-999","-999","-999","-999","-999","3.2222222222222223","22.033333333333335","0","32.95","26.283333333333335","23.95","14.083333333333334","18.8","20.666666666666668","17.966666666666665","0","14.0","0","0","0","0","0","21.19259259259259"
"42","33","33","6.839285850524902","11","2","2","0","-999","1","-999","1","1","1","1","1","1","-999","-999","-999","-999","1.1","38.36666666666667","451.46666666666664","63.333333333333336","0","54.21666666666667","0","84.6","41.35","95.7","63.03333333333333","455.05","40.88333333333333","0","0","0","0","138.8"
"43","37","34","6.714285850524902","1","0","0","0","0","2","-999","0","-999","0","-999","1","-999","-999","-999","-999","-999","0.375","14.833333333333334","14.383333333333333","24.316666666666666","20.383333333333333","13.5","0","29.583333333333332","0","16.5","0","19.1","0","0","0","0","0","19.075"
"44","65","27","9.232142448425293","2","3","-4","2","-999","3","-999","1","1","1","-999","1","-999","-999","-999","-999","-999","1.0","22.5","0","31.183333333333334","0","50.13333333333333","0","19.766666666666666","16.916666666666668","19.3","0","14.233333333333333","0","0","0","0","0","24.86190476190476"
"45","101","17","13.803571701049805","5","1","0","0","0","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","0.1","115.38333333333334","20.05","64.03333333333333","64.53333333333333","47.96666666666667","54.0","90.9","77.96666666666667","96.28333333333333","104.35","0","0","0","0","0","0","73.54666666666667"
"46","110","14","10.821428298950195","4","1","0","1","0","1","0","1","-14","2","-999","2","-999","-999","-999","-999","-999","-0.6","33.61666666666667","31.1","48.0","40.416666666666664","41.35","39.666666666666664","73.23333333333333","0","77.08333333333333","0","27.4","0","0","0","0","0","45.76296296296296"
"47","89","17","14.125","6","1","1","1","0","1","0","1","0","1","1","-999","1","-999","-999","-999","-999","0.7272727272727273","23.2","13.966666666666667","35.55","60.666666666666664","31.9","23.283333333333335","46.43333333333333","43.18333333333333","73.88333333333334","33.0","0","38.86666666666667","0","0","0","0","38.53939393939394"
"48","66","18","8.714285850524902","3","3","-999","3","3","3","-999","4","-999","3","3","2","-999","-999","-999","-999","-999","3.0","13.283333333333333","0","22.233333333333334","21.383333333333333","15.666666666666666","0","18.733333333333334","0","15.633333333333333","21.283333333333335","10.883333333333333","0","0","0","0","0","17.3875"
"49","61","20","8.267857551574707","3","3","3","3","1","2","2","1","0","0","0","-999","-999","-999","-999","-999","-999","1.5","46.916666666666664","31.866666666666667","72.3","38.016666666666666","79.55","38.75","1352.1166666666666","68.98333333333333","88.76666666666667","31.066666666666666","0","0","0","0","0","0","184.83333333333331"
"50","67","24","7.410714149475098","7","0","0","0","-1","0","0","0","0","0","-1","-999","-999","-999","-999","-999","-999","-0.2","43.85","28.033333333333335","37.81666666666667","0","33.1","1418.8333333333333","48.46666666666667","1411.6666666666667","1390.9333333333334","59.56666666666667","0","0","0","0","0","0","496.9185185185185"
"51","93","18","9.214285850524902","12","0","0","0","0","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","0","16.533333333333335","14.933333333333334","19.733333333333334","18.566666666666666","10.266666666666667","11.566666666666666","27.1","20.95","17.633333333333333","1416.7833333333333","0","0","0","0","0","0","157.40666666666667"
"52","51","35","6.6964287757873535","1","3","2","3","1","2","2","2","-999","1","0","-999","-999","-999","-999","-999","-999","1.7777777777777777","36.7","23.883333333333333","41.75","45.88333333333333","38.9","0","72.16666666666667","0","60.31666666666667","60.083333333333336","0","0","0","0","0","0","47.46041666666667"
"53","98","9","11.714285850524902","4","1","0","2","1","3","0","0","0","2","-999","1","1","-999","-999","-999","-999","1.0","30.733333333333334","25.3","27.033333333333335","30.433333333333334","32.46666666666667","21.05","33.93333333333333","26.9","26.2","0","23.4","29.45","0","0","0","0","27.9"
"54","121","14","10.482142448425293","1","0","0","1","0","0","-999","1","-999","0","-999","-999","-999","-999","-999","-999","-999","0.2857142857142857","26.583333333333332","16.516666666666666","1329.2333333333333","26.516666666666666","32.11666666666667","0","1377.7333333333333","0","37.016666666666666","0","0","0","0","0","0","0","406.5309523809524"
"55","139","3","16.214284896850586","14","1","1","2","1","1","1","2","1","1","-999","1","-999","-999","-999","-999","-999","1.2","47.35","63.5","1390.9","66.28333333333333","33.483333333333334","21.166666666666668","1390.95","60.81666666666667","63.11666666666667","0","73.5","0","0","0","0","0","321.1066666666667"
"56","66","23","8.017857551574707","0","1","-4","1","-999","1","1","1","-999","1","-999","1","-999","-999","-999","-999","-999","0.375","19.6","0","29.95","0","18.566666666666666","14.0","34.46666666666667","0","31.866666666666667","0","20.416666666666668","0","0","0","0","0","24.12380952380952"
"57","77","17","10.732142448425293","14","2","1","1","0","4","1","3","2","2","-5","1","1","-999","-999","-999","-999","1.0833333333333333","60.1","53.2","88.03333333333333","76.01666666666667","165.43333333333334","33.266666666666666","89.65","60.68333333333333","67.18333333333334","0","58.166666666666664","57.6","0","0","0","0","73.57575757575756"
"58","89","19","12.5","5","3","-999","2","-999","2","-999","3","-999","1","-999","-999","-999","-999","-999","-999","-999","2.2","42.333333333333336","0","37.61666666666667","0","28.25","0","1390.1833333333334","0","35.28333333333333","0","0","0","0","0","0","0","306.73333333333335"
"59","71","20","9.339285850524902","4","2","2","0","0","1","-999","1","0","0","0","-999","-999","-999","-999","-999","-999","0.6666666666666666","20.0","13.816666666666666","28.75","32.06666666666667","15.85","0","26.716666666666665","26.216666666666665","58.3","45.083333333333336","0","0","0","0","0","0","29.64444444444444"
"60","61","16","7.732142925262451","8","2","0","0","-999","0","-999","0","0","0","0","-999","-999","-999","-999","-999","-999","0.25","29.4","17.983333333333334","41.18333333333333","0","33.06666666666667","0","49.5","29.216666666666665","56.233333333333334","49.31666666666667","0","0","0","0","0","0","38.2375"
"61","144","7","16.25","7","3","-999","4","2","2","2","2","2","2","2","2","1","-999","-999","-999","-999","2.1818181818181817","24.016666666666666","0","442.95","0","14.95","15.583333333333334","24.116666666666667","28.133333333333333","44.11666666666667","38.516666666666666","27.383333333333333","0","0","0","0","0","73.3074074074074"
"62","72","20","10.017857551574707","0","1","0","1","0","1","0","2","2","1","0","1","-999","-999","-999","-999","-999","0.8181818181818182","29.25","18.1","50.5","30.65","44.21666666666667","23.383333333333333","58.95","53.71666666666667","64.56666666666666","45.0","53.68333333333333","0","0","0","0","0","42.91060606060606"
"63","76","29","7.625","3","2","2","1","1","0","-999","0","0","0","0","-999","-999","-999","-999","-999","-999","0.6666666666666666","18.033333333333335","18.4","32.18333333333333","23.733333333333334","17.316666666666666","0","31.666666666666668","23.233333333333334","31.45","28.616666666666667","0","0","0","0","0","0","24.95925925925926"
"64","130","9","13.928571701049805","6","3","-21","2","-14","3","-999","2","1","3","-999","1","-999","-999","-999","-999","-999","-2.2222222222222223","82.95","0","94.71666666666667","0","93.91666666666667","0","97.96666666666667","106.41666666666667","85.65","0","49.18333333333333","0","0","0","0","0","87.25714285714287"
"65","87","15","12.053571701049805","4","2","1","1","-7","2","-999","0","0","0","-999","-999","-999","-999","-999","-999","-999","-0.125","26.95","20.35","34.81666666666667","34.31666666666667","26.916666666666668","0","26.05","22.466666666666665","25.916666666666668","0","0","0","0","0","0","0","27.222916666666666"
"66","56","27","8.571428298950195","6","-5","-5","-2","-2","-999","-1","-999","-4","-999","-2","-999","-999","-999","-999","-999","-999","-3.0","0","53.2","0","41.333333333333336","0","29.133333333333333","0","45.93333333333333","0","66.81666666666666","0","0","0","0","0","0","47.28333333333333"
"67","67","27","7.089285850524902","10","4","-999","3","-999","4","-999","3","-999","3","-999","3","-999","-999","-999","-999","-999","3.3333333333333335","40.6","0","49.766666666666666","0","44.68333333333333","0","54.8","0","46.333333333333336","0","23.716666666666665","0","0","0","0","0","43.31666666666667"
"68","61","24","6.75","4","2","2","4","4","1","1","3","3","2","2","1","1","-999","-999","-999","-999","2.1666666666666665","17.833333333333332","17.433333333333334","30.283333333333335","20.05","10.933333333333334","34.6","21.35","1418.7","16.916666666666668","19.266666666666666","22.1","18.783333333333335","0","0","0","0","137.35416666666666"
"69","115","7","12.928571701049805","5","4","4","4","1","4","-999","4","-999","4","4","3","3","-999","-999","-999","-999","3.5","12.033333333333333","8.483333333333333","18.266666666666666","1423.0166666666667","10.583333333333334","0","16.616666666666667","0","16.45","16.2","10.9","14.983333333333333","0","0","0","0","154.75333333333333"
"70","71","13","7.125","0","2","-999","2","-4","3","-999","2","1","2","-999","1","-999","-999","-999","-999","-999","1.125","16.366666666666667","0","20.8","0","14.0","0","30.333333333333332","21.95","18.8","0","13.416666666666666","0","0","0","0","0","19.38095238095238"
"71","131","5","13.589285850524902","0","1","1","1","1","2","2","2","2","1","1","1","-999","-999","-999","-999","-999","1.3636363636363635","29.5","19.216666666666665","33.8","29.35","14.9","9.933333333333334","42.96666666666667","27.066666666666666","25.283333333333335","31.9","20.216666666666665","0","0","0","0","0","25.83030303030303"
"72","70","17","7.017857074737549","0","1","-999","1","-999","1","-999","1","-999","1","-999","1","-999","-999","-999","-999","-999","1.0","25.533333333333335","0","32.3","0","23.033333333333335","0","34.65","0","34.56666666666667","0","23.35","0","0","0","0","0","28.90555555555555"
"73","77","12","8.982142448425293","4","0","0","0","-999","-999","-6","-19","-19","-999","-999","-999","-999","-999","-999","-999","-999","-7.333333333333333","20.933333333333334","12.933333333333334","31.266666666666666","0","0","51.95","0","47.06666666666667","0","0","0","0","0","0","0","0","32.83"
"74","46","28","6.214285850524902","7","1","1","1","0","1","0","0","0","1","0","-999","-999","-999","-999","-999","-999","0.5","36.666666666666664","20.016666666666666","27.633333333333333","26.016666666666666","16.15","79.85","23.966666666666665","21.1","34.96666666666667","28.066666666666666","0","0","0","0","0","0","31.443333333333335"
"75","79","21","10.25","0","2","2","3","3","0","-999","0","-999","2","-999","1","-999","-999","-999","-999","-999","1.625","45.75","25.766666666666666","58.96666666666667","22.116666666666667","32.733333333333334","0","42.28333333333333","0","43.083333333333336","0","27.016666666666666","0","0","0","0","0","37.21458333333334"
"76","73","20","8.267857551574707","9","4","4","3","3","4","4","4","4","4","4","3","3","-999","-999","-999","-999","3.6666666666666665","10.866666666666667","6.8","16.866666666666667","15.033333333333333","9.133333333333333","6.85","16.783333333333335","12.866666666666667","17.716666666666665","18.0","11.333333333333334","11.783333333333333","0","0","0","0","12.83611111111111"
"77","87","28","6.857142925262451","3","-7","-6","-2","-2","-999","-7","-999","-7","-999","-999","-999","-999","-999","-999","-999","-999","-5.166666666666667","0","35.06666666666667","0","54.65","0","26.75","0","56.96666666666667","0","0","0","0","0","0","0","0","43.358333333333334"
"78","41","40","4.8214287757873535","0","1","-999","0","-28","0","0","-999","-999","0","-999","-999","-999","-999","-999","-999","-999","-4.5","27.416666666666668","0","52.983333333333334","0","29.083333333333332","21.083333333333332","0","0","39.35","0","0","0","0","0","0","0","33.983333333333334"
"79","64","23","8.321428298950195","5","2","2","3","1","2","1","2","1","3","1","1","1","-999","-999","-999","-999","1.6666666666666667","19.233333333333334","17.25","24.9","16.466666666666665","10.05","18.766666666666666","28.1","16.716666666666665","31.016666666666666","17.066666666666666","14.783333333333333","21.516666666666666","0","0","0","0","19.655555555555555"
"80","103","16","12.446428298950195","2","1","1","0","0","0","0","0","0","1","0","1","-999","-999","-999","-999","-999","0.36363636363636365","26.766666666666666","53.18333333333333","70.43333333333334","52.78333333333333","32.6","20.733333333333334","51.53333333333333","47.86666666666667","52.85","36.11666666666667","38.31666666666667","0","0","0","0","0","43.92575757575758"
"81","41","34","5.410714149475098","0","3","-999","2","2","2","-999","1","-999","2","0","-999","-999","-999","-999","-999","-999","1.7142857142857142","17.166666666666668","0","17.866666666666667","0","16.116666666666667","0","21.816666666666666","0","20.366666666666667","22.233333333333334","0","0","0","0","0","0","19.261111111111113"
"82","66","21","9.214285850524902","3","3","3","1","1","2","1","1","0","1","0","1","-999","-999","-999","-999","-999","1.2727272727272727","21.25","26.183333333333334","30.65","35.233333333333334","16.7","23.366666666666667","19.966666666666665","29.033333333333335","25.233333333333334","19.133333333333333","15.966666666666667","0","0","0","0","0","23.88333333333333"
"83","60","22","7.589285850524902","1","3","1","3","3","4","4","1","1","2","2","-999","-999","-999","-999","-999","-999","2.4","22.483333333333334","1426.1","33.63333333333333","23.85","26.15","1337.0833333333333","46.483333333333334","40.25","33.38333333333333","1381.2333333333333","0","0","0","0","0","0","437.06499999999994"
"84","85","14","10.232142448425293","0","1","-999","1","1","1","-999","1","1","1","1","1","1","-999","-999","-999","-999","1.0","31.083333333333332","0","45.2","25.883333333333333","18.9","0","42.0","23.3","24.683333333333334","26.116666666666667","22.583333333333332","17.166666666666668","0","0","0","0","27.69166666666667"
"85","84","15","15.5","8","1","0","-4","-4","-6","-7","-6","-7","-999","-999","-999","-999","-999","-999","-999","-999","-4.125","22.233333333333334","80.05","0","160.41666666666666","0","67.53333333333333","0","165.31666666666666","0","0","0","0","0","0","0","0","99.11"
"86","55","27","7.857142925262451","2","3","3","3","3","1","1","2","2","2","1","1","-999","-999","-999","-999","-999","2.0","21.45","24.816666666666666","44.083333333333336","28.833333333333332","36.233333333333334","28.533333333333335","29.4","47.45","30.516666666666666","36.05","27.683333333333334","0","0","0","0","0","32.27727272727273"
"87","79","17","8.589285850524902","4","3","1","2","-999","1","-999","4","-999","1","-999","1","1","-999","-999","-999","-999","1.75","17.8","11.7","28.183333333333334","0","13.966666666666667","0","24.533333333333335","0","16.666666666666668","0","19.383333333333333","0","0","0","0","0","18.890476190476193"
"88","80","16","9.321428298950195","0","0","0","0","-999","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","0","19.483333333333334","20.733333333333334","43.2","0","28.783333333333335","18.8","44.61666666666667","33.68333333333333","50.5","47.43333333333333","0","0","0","0","0","0","34.13703703703704"
"89","70","19","8.696428298950195","3","0","0","0","0","0","0","1","0","1","-999","2","2","-999","-999","-999","-999","0.5454545454545454","23.316666666666666","16.483333333333334","31.65","28.883333333333333","17.016666666666666","12.4","31.516666666666666","33.03333333333333","30.783333333333335","0","19.683333333333334","26.266666666666666","0","0","0","0","24.639393939393937"
"90","48","32","6.392857074737549","7","3","-999","-999","-4","1","1","3","-999","0","0","2","-999","-999","-999","-999","-999","0.75","22.65","0","0","25.516666666666666","19.183333333333334","14.083333333333334","31.533333333333335","0","25.383333333333333","33.3","21.333333333333332","0","0","0","0","0","24.122916666666665"
"91","77","15","10.178571701049805","0","3","1","1","-5","2","-999","0","0","1","-999","1","1","-999","-999","-999","-999","0.5","20.216666666666665","10.683333333333334","31.683333333333334","23.416666666666668","15.683333333333334","0","41.71666666666667","30.883333333333333","35.6","0","18.616666666666667","22.55","0","0","0","0","25.105"
"92","91","21","11.892857551574707","2","1","1","0","-11","1","-999","0","0","0","0","-999","-999","-999","-999","-999","-999","-0.8888888888888888","50.266666666666666","41.78333333333333","45.93333333333333","0","27.183333333333334","0","61.56666666666667","0","59.25","64.8","0","0","0","0","0","0","50.11190476190477"
"93","85","16","10.964285850524902","2","4","-999","4","-1","4","-999","3","-999","4","-999","3","1","-999","-999","-999","-999","2.75","27.116666666666667","0","38.68333333333333","0","25.116666666666667","0","41.36666666666667","0","70.81666666666666","0","30.233333333333334","36.21666666666667","0","0","0","0","38.50714285714285"
"94","69","12","6.357142925262451","3","2","1","1","1","1","1","1","1","1","1","-999","-999","-999","-999","-999","-999","1.1","11.466666666666667","42.68333333333333","33.05","24.316666666666666","22.766666666666666","9.516666666666667","28.95","24.75","21.383333333333333","15.183333333333334","0","0","0","0","0","0","23.406666666666663"
