"ID","num_logins","days_no_activities","act_per_day","num_online_meetings","due_1A","due_1B","due_2_1A","due_2_1B","due_2_2A","due_2_2B","due_3A","due_3B","due_4A","due_4B","due_5A","due_5B","due_6A","due_6B","due_7A","due_7B","avg_due","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","avg_time_test"
"1","62","36","7.585714340209961","3","4","4","4","0","4","4","1","1","2","2","2","2","1","1","2","2","2.25","18.0","12.233333333333333","18.95","18.75","50.233333333333334","334.95","53.5","19.816666666666666","21.066666666666666","22.416666666666668","14.4","17.233333333333334","6.6","7.633333333333334","21.75","19.366666666666667","41.056250000000006"
"2","28","57","4.085714340209961","3","0","0","0","0","0","0","0","-999","0","0","0","0","0","0","-999","-999","0","22.933333333333334","18.65","30.966666666666665","34.55","14.683333333333334","1.3166666666666667","100.6","0","28.933333333333334","1.45","21.783333333333335","24.416666666666668","10.416666666666666","1.0","0","0","23.97692307692308"
"3","72","30","6.800000190734863","1","2","2","0","0","0","-999","0","0","0","-999","0","0","0","-999","-999","-999","0.36363636363636365","25.583333333333332","18.366666666666667","30.716666666666665","30.233333333333334","23.783333333333335","0","24.15","17.25","31.5","0","19.45","32.3","9.783333333333333","0","0","0","23.91969696969697"
"4","65","34","6.657142639160156","10","4","4","4","1","3","3","2","1","4","4","1","1","2","2","-999","-999","2.5714285714285716","18.133333333333333","16.516666666666666","32.75","21.25","17.533333333333335","0","31.633333333333333","32.61666666666667","131.63333333333333","40.0","29.066666666666666","51.55","23.166666666666668","11.533333333333333","0","0","35.18333333333334"
"5","116","17","11.228571891784668","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","-999","0.26666666666666666","30.433333333333334","19.683333333333334","63.1","76.6","62.666666666666664","55.333333333333336","84.66666666666667","98.5","74.38333333333334","59.06666666666667","37.78333333333333","58.233333333333334","52.78333333333333","18.483333333333334","71.0","0","57.51444444444444"
"6","157","4","16.22857093811035","0","3","2","3","2","4","3","3","-999","4","-999","3","-999","4","-999","4","2","3.0833333333333335","41.63333333333333","32.916666666666664","39.8","27.066666666666666","32.03333333333333","21.916666666666668","33.43333333333333","0","28.0","0","21.683333333333334","0","16.0","0","29.783333333333335","46.233333333333334","30.875"
"7","112","34","9.771428108215332","0","1","-20","1","-13","1","-6","1","0","0","-999","0","-999","0","0","-999","-999","-2.9166666666666665","46.766666666666666","0","17.3","0","19.716666666666665","0","148.13333333333333","22.633333333333333","15.866666666666667","0","18.733333333333334","0","30.3","10.45","0","0","36.65555555555555"
"8","77","36","7.585714340209961","4","-1","-3","-3","-3","0","-999","-999","-14","-999","-8","-999","-9","-999","-2","-999","-999","-4.777777777777778","0","13.283333333333333","0","1403.0166666666667","19.45","0","0","1414.55","0","68.73333333333333","0","22.116666666666667","0","12.816666666666666","0","0","421.9952380952381"
"9","101","19","8.357142448425293","12","4","2","3","2","2","-999","1","-999","4","-999","3","-999","4","-999","2","-999","2.7","21.75","10.05","23.216666666666665","20.216666666666665","14.483333333333333","0","36.36666666666667","0","30.583333333333332","0","15.8","0","11.183333333333334","0","27.333333333333332","0","21.098333333333336"
"11","120","18","11.300000190734863","0","1","0","1","-999","0","1","1","0","1","-999","1","1","1","-999","1","-999","0.75","28.766666666666666","19.366666666666667","58.766666666666666","0","49.68333333333333","62.2","85.36666666666666","66.38333333333334","89.6","0","44.2","51.483333333333334","16.6","0","43.0","0","51.28472222222222"
"12","79","26","9.657142639160156","2","4","2","4","-31","4","3","4","2","3","-3","3","1","4","-999","3","-999","0.21428571428571427","28.05","18.25","22.65","0","21.383333333333333","11.883333333333333","33.483333333333334","23.983333333333334","27.916666666666668","0","18.033333333333335","19.85","18.15","0","21.366666666666667","0","22.083333333333332"
"13","100","32","8.571428298950195","7","2","-999","0","0","0","0","0","-999","0","-999","0","-999","0","0","-999","-999","0.2","23.166666666666668","0","20.766666666666666","18.95","25.45","16.933333333333334","28.666666666666668","0","34.25","0","23.35","0","11.783333333333333","6.966666666666667","0","0","21.028333333333332"
"14","75","33","7.185714244842529","5","2","-999","2","-999","1","-999","1","-999","0","0","1","-999","2","2","4","4","1.7272727272727273","35.083333333333336","0","1396.65","0","26.95","0","42.266666666666666","0","27.0","30.583333333333332","19.55","0","12.883333333333333","10.583333333333334","65.6","1414.3166666666666","280.13333333333327"
"15","58","43","7.27142858505249","1","4","4","4","-6","1","2","3","-999","3","-999","2","2","3","3","2","2","2.0714285714285716","20.916666666666668","9.25","23.533333333333335","0","0","14.733333333333333","16.666666666666668","0","19.9","0","14.0","25.4","13.2","4.833333333333333","14.8","15.916666666666666","16.095833333333335"
