"ID","num_logins","days_no_activities","act_per_day","num_online_meetings","due_1A","due_1B","due_2_1A","due_2_1B","due_2_2A","due_2_2B","due_3A","due_3B","due_4A","due_4B","due_5A","due_5B","due_6A","due_6B","due_7A","due_7B","avg_due","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","avg_time_test"
"1","36","16","8.885714530944824","3","4","4","4","0","4","4","1","1","-999","-999","-999","-999","-999","-999","-999","-999","2.75","18.0","12.233333333333333","18.95","18.75","50.233333333333334","334.95","53.5","19.816666666666666","0","0","0","0","0","0","0","0","65.80416666666667"
"2","12","28","5.0","3","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","22.933333333333334","18.65","30.966666666666665","34.55","14.683333333333334","1.3166666666666667","0","0","0","0","0","0","0","0","0","0","20.516666666666666"
"3","35","15","7.5428571701049805","1","2","2","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.8","25.583333333333332","18.366666666666667","30.716666666666665","30.233333333333334","23.783333333333335","0","0","0","0","0","0","0","0","0","0","0","25.736666666666668"
"4","32","17","7.885714054107666","6","4","4","4","1","3","3","2","1","-999","-999","-999","-999","-999","-999","-999","-999","2.75","18.133333333333333","16.516666666666666","32.75","21.25","17.533333333333335","0","31.633333333333333","32.61666666666667","0","0","0","0","0","0","0","0","24.347619047619048"
"5","63","8","11.828571319580078","0","1","0","0","0","1","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.3333333333333333","30.433333333333334","19.683333333333334","63.1","76.6","62.666666666666664","55.333333333333336","0","0","0","0","0","0","0","0","0","0","51.30277777777778"
"6","72","2","17.885713577270508","0","3","2","3","2","4","3","3","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.857142857142857","41.63333333333333","32.916666666666664","39.8","27.066666666666666","32.03333333333333","21.916666666666668","33.43333333333333","0","0","0","0","0","0","0","0","0","32.68571428571428"
"7","57","18","11.342857360839844","0","1","-20","1","-13","1","-6","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","-5.0","46.766666666666666","0","17.3","0","19.716666666666665","0","0","0","0","0","0","0","0","0","0","0","27.927777777777777"
"8","41","18","9.628571510314941","4","-1","-3","-3","-3","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-2.0","0","13.283333333333333","0","1403.0166666666667","19.45","0","0","0","0","0","0","0","0","0","0","0","478.5833333333333"
"9","49","11","9.114285469055176","7","4","2","3","2","2","-999","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.3333333333333335","21.75","10.05","23.216666666666665","20.216666666666665","14.483333333333333","0","36.36666666666667","0","0","0","0","0","0","0","0","0","21.01388888888889"
"11","69","8","14.171428680419922","0","1","0","1","-999","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.6666666666666666","28.766666666666666","19.366666666666667","58.766666666666666","0","49.68333333333333","62.2","85.36666666666666","0","0","0","0","0","0","0","0","0","50.69166666666667"
"12","44","11","12.657142639160156","2","4","2","4","-999","4","3","4","2","-999","-999","-999","-999","-999","-999","-999","-999","3.2857142857142856","28.05","18.25","22.65","0","21.383333333333333","11.883333333333333","33.483333333333334","23.983333333333334","0","0","0","0","0","0","0","0","22.811904761904763"
"13","53","14","10.571428298950195","6","2","-999","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.4","23.166666666666668","0","20.766666666666666","18.95","25.45","16.933333333333334","0","0","0","0","0","0","0","0","0","0","21.053333333333335"
"14","36","17","8.171428680419922","5","2","-999","2","-999","1","-999","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.5","35.083333333333336","0","1396.65","0","26.95","0","42.266666666666666","0","0","0","0","0","0","0","0","0","375.2375"
"15","32","18","8.228571891784668","1","4","4","4","-6","1","2","3","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.7142857142857142","20.916666666666668","9.25","23.533333333333335","0","0","14.733333333333333","16.666666666666668","0","0","0","0","0","0","0","0","0","17.020000000000003"
"16","56","8","15.285714149475098","2","3","3","2","2","2","2","2","2","-999","-999","-999","-999","-999","-999","-999","-999","2.25","19.066666666666666","22.183333333333334","22.916666666666668","15.7","18.766666666666666","9.416666666666666","22.15","23.833333333333332","0","0","0","0","0","0","0","0","19.25416666666667"
"17","38","15","8.028571128845215","1","4","4","4","2","2","2","4","1","-999","-999","-999","-999","-999","-999","-999","-999","2.875","17.233333333333334","543.55","18.4","11.183333333333334","10.0","5.566666666666666","24.083333333333332","20.316666666666666","0","0","0","0","0","0","0","0","81.29166666666667"
"18","22","21","7.0","0","2","1","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.6","101.28333333333333","16.916666666666668","40.78333333333333","0","23.25","19.1","0","0","0","0","0","0","0","0","0","0","40.266666666666666"
"19","53","10","14.714285850524902","9","2","-999","1","-999","2","-999","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.75","33.93333333333333","0","26.216666666666665","0","27.05","0","34.8","0","0","0","0","0","0","0","0","0","30.499999999999996"
"20","40","14","8.685714721679688","5","1","0","1","-999","1","-999","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.8","52.35","14.333333333333334","29.116666666666667","0","19.433333333333334","0","40.03333333333333","0","0","0","0","0","0","0","0","0","31.053333333333335"
"21","19","23","9.714285850524902","0","1","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.16666666666666666","20.633333333333333","25.383333333333333","29.516666666666666","36.63333333333333","36.81666666666667","18.9","0","0","0","0","0","0","0","0","0","0","27.980555555555554"
"22","41","11","9.771428108215332","3","4","4","4","4","1","1","1","1","-999","-999","-999","-999","-999","-999","-999","-999","2.5","16.666666666666668","33.166666666666664","26.6","17.9","16.116666666666667","7.383333333333334","15.866666666666667","23.633333333333333","0","0","0","0","0","0","0","0","19.666666666666668"
"23","53","8","12.199999809265137","3","2","2","3","1","2","2","1","1","-999","-999","-999","-999","-999","-999","-999","-999","1.75","25.316666666666666","10.016666666666667","23.916666666666668","27.4","14.883333333333333","1428.2166666666667","26.15","38.95","0","0","0","0","0","0","0","0","199.35625000000002"
"24","28","18","11.828571319580078","7","1","0","0","0","0","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","0.375","18.9","13.816666666666666","29.9","29.216666666666665","24.616666666666667","0","28.183333333333334","56.36666666666667","0","0","0","0","0","0","0","0","28.714285714285715"
"25","75","5","17.799999237060547","4","4","4","4","0","4","-999","3","2","-999","-999","-999","-999","-999","-999","-999","-999","3.0","17.983333333333334","128.68333333333334","38.88333333333333","23.383333333333333","26.633333333333333","0","47.15","51.06666666666667","0","0","0","0","0","0","0","0","47.68333333333333"
"26","34","20","6.199999809265137","1","-7","-7","-8","-8","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-7.5","0","1412.45","0","75.51666666666667","0","0","0","0","0","0","0","0","0","0","0","0","743.9833333333333"
"27","54","10","13.428571701049805","3","4","-2","3","3","4","-999","4","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.6666666666666665","68.9","0","120.4","76.95","90.68333333333334","0","73.58333333333333","0","0","0","0","0","0","0","0","0","86.10333333333332"
"28","26","21","5.628571510314941","0","1","0","0","0","0","0","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.2857142857142857","28.2","27.133333333333333","57.21666666666667","63.38333333333333","43.516666666666666","19.6","53.95","0","0","0","0","0","0","0","0","0","41.857142857142854"
"29","69","7","12.057143211364746","0","3","1","3","1","3","1","3","2","-999","-999","-999","-999","-999","-999","-999","-999","2.125","25.55","34.53333333333333","44.68333333333333","51.016666666666666","35.766666666666666","28.616666666666667","54.9","0","0","0","0","0","0","0","0","0","39.29523809523808"
"30","74","8","11.971428871154785","3","3","3","3","3","3","-999","3","3","-999","-999","-999","-999","-999","-999","-999","-999","3.0","34.2","26.233333333333334","50.56666666666667","45.86666666666667","28.216666666666665","0","52.8","62.333333333333336","0","0","0","0","0","0","0","0","42.88809523809523"
"31","42","12","13.657142639160156","6","4","4","4","1","4","-999","1","1","-999","-999","-999","-999","-999","-999","-999","-999","2.7142857142857144","15.583333333333334","94.65","18.233333333333334","17.983333333333334","9.866666666666667","0","27.066666666666666","20.716666666666665","0","0","0","0","0","0","0","0","29.157142857142855"
"32","55","6","11.514286041259766","2","3","0","3","1","2","-999","3","2","-999","-999","-999","-999","-999","-999","-999","-999","2.0","21.85","13.9","23.0","22.416666666666668","22.95","0","34.6","43.166666666666664","0","0","0","0","0","0","0","0","25.98333333333333"
"33","36","17","9.228571891784668","0","2","-999","2","-3","4","2","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.5","27.966666666666665","0","28.7","0","11.616666666666667","0","25.933333333333334","0","0","0","0","0","0","0","0","0","23.554166666666667"
"34","83","10","16.91428565979004","3","2","1","2","1","2","0","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.2857142857142858","40.6","16.95","39.766666666666666","33.55","23.083333333333332","20.05","36.1","0","0","0","0","0","0","0","0","0","30.014285714285716"
"35","30","21","6.77142858505249","3","2","-999","2","-999","3","-999","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.25","18.616666666666667","0","29.216666666666665","0","18.016666666666666","0","25.3","0","0","0","0","0","0","0","0","0","22.787499999999998"
"36","43","11","9.114285469055176","1","1","-999","1","-999","1","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.75","14.45","0","20.9","0","15.266666666666667","17.116666666666667","0","0","0","0","0","0","0","0","0","0","16.93333333333333"
"37","28","17","7.371428489685059","8","2","1","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.5","29.416666666666668","0","47.06666666666667","25.083333333333332","28.7","1.3833333333333333","0","0","0","0","0","0","0","0","0","0","26.329999999999995"
"38","47","20","8.199999809265137","4","0","0","-1","-1","-999","-1","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-0.6","13.6","19.333333333333332","0","98.0","0","28.433333333333334","0","0","0","0","0","0","0","0","0","0","39.84166666666667"
"39","51","15","8.485713958740234","2","2","0","2","1","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.1666666666666667","19.8","16.616666666666667","31.216666666666665","27.966666666666665","22.8","13.566666666666666","0","0","0","0","0","0","0","0","0","0","21.994444444444444"
"40","33","15","6.942857265472412","0","4","2","3","1","2","-999","3","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.5","14.5","10.95","22.616666666666667","19.65","13.65","0","17.3","0","0","0","0","0","0","0","0","0","16.444444444444446"
"41","81","7","16.257143020629883","5","4","-999","4","4","4","2","4","1","-999","-999","-999","-999","-999","-999","-999","-999","3.2857142857142856","22.033333333333335","0","32.95","26.283333333333335","23.95","14.083333333333334","18.8","20.666666666666668","0","0","0","0","0","0","0","0","22.68095238095238"
"42","22","19","8.199999809265137","7","2","2","0","-999","1","-999","1","1","-999","-999","-999","-999","-999","-999","-999","-999","1.1666666666666667","38.36666666666667","451.46666666666664","63.333333333333336","0","54.21666666666667","0","84.6","41.35","0","0","0","0","0","0","0","0","122.22222222222223"
"43","22","21","7.942857265472412","1","0","0","0","0","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.4","14.833333333333334","14.383333333333333","24.316666666666666","20.383333333333333","13.5","0","0","0","0","0","0","0","0","0","0","0","17.48333333333333"
"44","46","16","10.942856788635254","2","3","-4","2","-999","3","-999","1","1","-999","-999","-999","-999","-999","-999","-999","-999","1.0","22.5","0","31.183333333333334","0","50.13333333333333","0","19.766666666666666","16.916666666666668","0","0","0","0","0","0","0","0","28.1"
"45","52","14","13.028571128845215","4","1","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.16666666666666666","115.38333333333334","20.05","64.03333333333333","64.53333333333333","47.96666666666667","54.0","0","0","0","0","0","0","0","0","0","0","60.99444444444445"
"46","64","10","11.028571128845215","4","1","0","1","0","1","0","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.5714285714285714","33.61666666666667","31.1","48.0","40.416666666666664","41.35","39.666666666666664","73.23333333333333","0","0","0","0","0","0","0","0","0","43.91190476190476"
"47","57","10","15.742856979370117","6","1","1","1","0","1","0","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.7142857142857143","23.2","13.966666666666667","35.55","60.666666666666664","31.9","23.283333333333335","46.43333333333333","0","0","0","0","0","0","0","0","0","33.57142857142857"
"48","42","10","10.114285469055176","3","3","-999","3","3","3","-999","4","-999","-999","-999","-999","-999","-999","-999","-999","-999","3.2","13.283333333333333","0","22.233333333333334","21.383333333333333","15.666666666666666","0","18.733333333333334","0","0","0","0","0","0","0","0","0","18.259999999999998"
"49","46","6","10.628571510314941","2","3","3","3","1","2","2","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.142857142857143","46.916666666666664","31.866666666666667","72.3","38.016666666666666","79.55","38.75","0","0","0","0","0","0","0","0","0","0","51.23333333333333"
"50","48","14","8.45714282989502","4","0","0","0","-1","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-0.16666666666666666","43.85","28.033333333333335","37.81666666666667","0","33.1","1418.8333333333333","0","0","0","0","0","0","0","0","0","0","312.32666666666665"
"51","63","11","10.257143020629883","9","0","0","0","0","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","16.533333333333335","14.933333333333334","19.733333333333334","18.566666666666666","10.266666666666667","11.566666666666666","0","0","0","0","0","0","0","0","0","0","15.266666666666666"
"52","31","20","7.971428394317627","1","3","2","3","1","2","2","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.142857142857143","36.7","23.883333333333333","41.75","45.88333333333333","38.9","0","72.16666666666667","0","0","0","0","0","0","0","0","0","43.213888888888896"
"53","53","8","11.114285469055176","4","1","0","2","1","3","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","1.1666666666666667","30.733333333333334","25.3","27.033333333333335","30.433333333333334","32.46666666666667","21.05","0","0","0","0","0","0","0","0","0","0","27.836111111111112"
"54","67","9","11.314285278320312","1","0","0","1","0","0","-999","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.3333333333333333","26.583333333333332","16.516666666666666","1329.2333333333333","26.516666666666666","32.11666666666667","0","0","0","0","0","0","0","0","0","0","0","286.19333333333327"
"55","90","3","19.714284896850586","11","1","1","2","1","1","1","2","1","-999","-999","-999","-999","-999","-999","-999","-999","1.25","47.35","63.5","1390.9","66.28333333333333","33.483333333333334","21.166666666666668","1390.95","60.81666666666667","0","0","0","0","0","0","0","0","384.30625"
"56","35","16","8.942856788635254","0","1","-4","1","-999","1","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999","0.16666666666666666","19.6","0","29.95","0","18.566666666666666","14.0","34.46666666666667","0","0","0","0","0","0","0","0","0","23.316666666666666"
"57","50","8","12.800000190734863","12","2","1","1","0","4","1","3","2","-999","-999","-999","-999","-999","-999","-999","-999","1.75","60.1","53.2","88.03333333333333","76.01666666666667","165.43333333333334","33.266666666666666","89.65","60.68333333333333","0","0","0","0","0","0","0","0","78.29791666666667"
"58","56","13","15.285714149475098","5","3","-999","2","-999","2","-999","3","-999","-999","-999","-999","-999","-999","-999","-999","-999","2.5","42.333333333333336","0","37.61666666666667","0","28.25","0","1390.1833333333334","0","0","0","0","0","0","0","0","0","374.59583333333336"
