"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes"
"50","17","8.380952835083008","112","43.7","27.883333333333333","37.68333333333333","0","32.96666666666667","1424.4666666666667","48.35","1411.8166666666666","0","0","0","0","0","0","0","0","432.4095238095238"
"51","14","9.833333015441895","121","15.066666666666666","14.716666666666667","19.583333333333332","18.45","10.033333333333333","10.383333333333333","26.25","20.616666666666667","0","0","0","0","0","0","0","0","16.8875"
"52","26","6.761904716491699","70","33.38333333333333","17.983333333333334","41.38333333333333","44.06666666666667","38.55","0","62.733333333333334","0","0","0","0","0","0","0","0","0","39.68333333333334"
"53","8","11.7619047164917","137","19.15","24.6","26.4","30.083333333333332","30.9","20.566666666666666","33.8","26.783333333333335","0","0","0","0","0","0","0","0","26.535416666666666"
"54","10","10.928571701049805","158","25.95","15.1","1329.8","23.066666666666666","31.9","0","1377.9833333333333","0","0","0","0","0","0","0","0","0","467.3"
"55","3","18.071428298950195","183","45.36666666666667","63.1","1391.2166666666667","65.81666666666666","33.233333333333334","21.05","1391.25","60.583333333333336","0","0","0","0","0","0","0","0","383.95208333333335"
"56","17","8.571428298950195","94","18.533333333333335","0","29.8","0","18.35","13.85","34.28333333333333","0","0","0","0","0","0","0","0","0","22.96333333333333"
"57","13","10.857142448425293","103","56.81666666666667","52.4","87.73333333333333","75.45","48.6","33.1","89.48333333333333","60.55","0","0","0","0","0","0","0","0","63.01666666666667"
"58","16","13.380952835083008","122","36.75","0","37.03333333333333","0","28.083333333333332","0","1390.3833333333334","0","0","0","0","0","0","0","0","0","373.0625"
"59","15","10.166666984558105","94","18.35","13.7","28.6","31.933333333333334","15.716666666666667","0","26.55","26.133333333333333","0","0","0","0","0","0","0","0","22.997619047619047"
"60","13","7.904761791229248","88","29.1","17.083333333333332","40.833333333333336","0","32.88333333333333","0","49.25","29.1","0","0","0","0","0","0","0","0","33.041666666666664"
"61","6","16.5","198","22.266666666666666","0","33.96666666666667","0","14.733333333333333","15.333333333333334","23.833333333333332","27.966666666666665","0","0","0","0","0","0","0","0","23.016666666666666"
"62","14","10.928571701049805","99","28.283333333333335","17.933333333333334","50.266666666666666","30.516666666666666","44.1","23.3","58.85","53.53333333333333","0","0","0","0","0","0","0","0","38.34791666666666"
"63","21","8.214285850524902","106","16.566666666666666","18.133333333333333","31.733333333333334","23.583333333333332","17.166666666666668","0","31.5","23.083333333333332","0","0","0","0","0","0","0","0","23.10952380952381"
"64","7","15.357142448425293","182","81.56666666666666","0","93.51666666666667","0","93.26666666666667","0","97.73333333333333","105.4","0","0","0","0","0","0","0","0","94.29666666666667"
"65","14","12.285714149475098","119","25.266666666666666","19.6","34.65","34.166666666666664","24.966666666666665","0","25.4","21.95","0","0","0","0","0","0","0","0","26.571428571428573"
"66","21","7.952381134033203","90","0","51.1","0","41.1","0","28.883333333333333","0","45.833333333333336","0","0","0","0","0","0","0","0","41.72916666666667"
"67","20","7.214285850524902","82","38.266666666666666","0","48.88333333333333","0","44.516666666666666","0","54.583333333333336","0","0","0","0","0","0","0","0","0","46.56250000000001"
"68","19","6.904761791229248","90","17.1","17.333333333333332","30.083333333333332","19.866666666666667","10.783333333333333","21.5","21.116666666666667","1419.0333333333333","0","0","0","0","0","0","0","0","194.60208333333333"
"69","6","12.809523582458496","143","11.383333333333333","8.366666666666667","18.1","1423.1","10.45","0","16.0","0","0","0","0","0","0","0","0","0","247.89999999999998"
"70","11","7.047618865966797","90","16.15","0","20.65","0","13.866666666666667","0","30.2","21.866666666666667","0","0","0","0","0","0","0","0","20.546666666666663"
"71","4","14.7380952835083","188","28.116666666666667","18.416666666666668","33.233333333333334","29.1","14.683333333333334","9.716666666666667","42.28333333333333","26.45","0","0","0","0","0","0","0","0","25.25"
"72","10","7.714285850524902","94","25.383333333333333","0","32.166666666666664","0","22.9","0","34.53333333333333","0","0","0","0","0","0","0","0","0","28.74583333333333"
"73","8","9.880952835083008","126","18.6","12.683333333333334","30.933333333333334","0","0","15.216666666666667","0","0","0","0","0","0","0","0","0","0","19.358333333333334"
"74","18","7.309523582458496","76","35.81666666666667","19.633333333333333","27.5","25.9","15.633333333333333","10.55","23.75","21.0","0","0","0","0","0","0","0","0","22.472916666666666"
"75","19","9.785714149475098","121","43.583333333333336","25.516666666666666","57.95","21.966666666666665","32.5","0","41.86666666666667","0","0","0","0","0","0","0","0","0","37.230555555555554"
"76","14","8.571428298950195","93","8.3","6.716666666666667","16.766666666666666","14.95","8.733333333333333","6.766666666666667","14.8","12.8","0","0","0","0","0","0","0","0","11.229166666666666"
"77","24","7.095238208770752","107","0","27.933333333333334","0","51.833333333333336","0","26.266666666666666","0","0","0","0","0","0","0","0","0","0","35.34444444444444"
"78","29","5.309523582458496","66","26.416666666666668","0","51.016666666666666","0","28.9","18.533333333333335","0","0","0","0","0","0","0","0","0","0","31.21666666666667"
"79","17","8.714285850524902","86","18.8","17.1","22.633333333333333","16.05","9.916666666666666","18.6","22.15","16.516666666666666","0","0","0","0","0","0","0","0","17.72083333333334"
"80","12","12.571428298950195","156","25.733333333333334","52.78333333333333","70.15","52.6","32.21666666666667","20.5","51.3","47.65","0","0","0","0","0","0","0","0","44.11666666666667"
"81","26","5.214285850524902","52","14.366666666666667","0","17.716666666666665","0","15.083333333333334","0","21.75","0","0","0","0","0","0","0","0","0","17.229166666666664"
"82","17","9.380952835083008","90","19.516666666666666","25.466666666666665","30.333333333333332","34.0","16.483333333333334","23.1","19.783333333333335","28.9","0","0","0","0","0","0","0","0","24.697916666666668"
"83","18","7.857142925262451","83","21.733333333333334","1426.3","33.28333333333333","23.666666666666668","25.966666666666665","26.0","46.1","24.333333333333332","0","0","0","0","0","0","0","0","203.42291666666665"
"84","11","10.809523582458496","115","26.95","0","44.88333333333333","25.733333333333334","18.65","0","41.78333333333333","22.633333333333333","0","0","0","0","0","0","0","0","30.105555555555554"
"85","12","17.547618865966797","97","20.266666666666666","79.68333333333334","0","159.71666666666667","0","67.11666666666666","0","0","0","0","0","0","0","0","0","0","81.69583333333334"
"86","21","8.2380952835083","83","21.033333333333335","24.7","43.96666666666667","28.716666666666665","35.96666666666667","28.416666666666668","29.3","47.31666666666667","0","0","0","0","0","0","0","0","32.427083333333336"
"87","12","8.857142448425293","108","16.083333333333332","11.483333333333333","27.75","0","13.85","0","24.333333333333332","0","0","0","0","0","0","0","0","0","18.699999999999996"
"88","11","9.619047164916992","109","19.233333333333334","20.65","43.11666666666667","0","28.7","18.733333333333334","44.53333333333333","33.61666666666667","0","0","0","0","0","0","0","0","29.797619047619047"
"89","17","8.119047164916992","92","21.283333333333335","16.2","31.45","28.75","16.85","12.25","31.333333333333332","32.9","0","0","0","0","0","0","0","0","23.877083333333335"
"90","23","6.4285712242126465","61","20.816666666666666","0","0","25.333333333333332","19.05","13.966666666666667","31.3","0","0","0","0","0","0","0","0","0","22.093333333333334"
"91","11","10.690476417541504","115","17.716666666666665","10.166666666666666","31.216666666666665","22.316666666666666","15.516666666666667","0","40.85","30.616666666666667","0","0","0","0","0","0","0","0","24.057142857142857"
"92","15","12.452381134033203","128","42.43333333333333","47.75","45.083333333333336","0","26.216666666666665","0","61.36666666666667","0","0","0","0","0","0","0","0","0","44.57000000000001"
"93","13","11.428571701049805","110","24.883333333333333","0","37.6","0","24.866666666666667","0","41.166666666666664","0","0","0","0","0","0","0","0","0","32.12916666666666"
"94","10","6.404761791229248","101","11.316666666666666","42.45","32.85","23.333333333333332","22.216666666666665","9.4","28.766666666666666","22.266666666666666","0","0","0","0","0","0","0","0","24.074999999999996"
"95","23","9.428571701049805","87","20.083333333333332","15.5","37.65","23.316666666666666","17.516666666666666","18.9","36.266666666666666","29.15","0","0","0","0","0","0","0","0","24.797916666666662"
"96","2","19.85714340209961","205","88.8","0","95.35","70.33333333333333","59.75","0","85.16666666666667","104.0","0","0","0","0","0","0","0","0","83.89999999999999"
"97","16","12.404762268066406","164","27.283333333333335","53.06666666666667","58.86666666666667","39.333333333333336","46.95","45.11666666666667","68.88333333333334","47.55","0","0","0","0","0","0","0","0","48.38125"
"98","18","9.523809432983398","94","9.833333333333334","7.166666666666667","19.516666666666666","12.383333333333333","16.283333333333335","8.233333333333333","20.333333333333332","17.733333333333334","0","0","0","0","0","0","0","0","13.935416666666667"
"99","24","6.5714287757873535","72","36.083333333333336","26.45","50.583333333333336","0","30.883333333333333","0","30.766666666666666","48.2","0","0","0","0","0","0","0","0","37.161111111111104"
"100","30","7.476190567016602","39","13.066666666666666","18.233333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.65"
"101","8","10.809523582458496","126","29.133333333333333","16.933333333333334","28.483333333333334","27.416666666666668","15.616666666666667","14.3","35.3","23.75","0","0","0","0","0","0","0","0","23.866666666666667"
"102","22","8.428571701049805","124","39.35","29.533333333333335","105.81666666666666","66.83333333333333","63.016666666666666","0","1398.5166666666667","0","0","0","0","0","0","0","0","0","283.84444444444443"
"103","25","7.642857074737549","88","24.9","0","24.05","0","15.25","0","24.266666666666666","0","0","0","0","0","0","0","0","0","22.116666666666667"
"104","12","10.833333015441895","142","55.56666666666667","31.483333333333334","52.083333333333336","72.15","42.35","51.03333333333333","79.13333333333334","71.4","0","0","0","0","0","0","0","0","56.900000000000006"
"105","62","1.2857142686843872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"106","14","10.857142448425293","121","43.9","39.833333333333336","47.7","28.266666666666666","24.533333333333335","30.95","26.5","45.266666666666666","0","0","0","0","0","0","0","0","35.86875"
"107","27","7.714285850524902","57","19.116666666666667","0","18.483333333333334","0","14.133333333333333","0","23.383333333333333","0","0","0","0","0","0","0","0","0","18.77916666666667"
"108","33","4.857142925262451","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"109","25","7.5","93","49.93333333333333","59.8","103.21666666666667","0","59.333333333333336","1363.3","0","93.96666666666667","0","0","0","0","0","0","0","0","288.2583333333333"
"110","8","13.428571701049805","154","32.45","37.06666666666667","62.0","0","43.0","56.28333333333333","68.06666666666666","82.66666666666667","0","0","0","0","0","0","0","0","54.50476190476191"
"111","14","10.285714149475098","122","13.866666666666667","12.95","21.783333333333335","18.85","16.066666666666666","14.883333333333333","21.15","30.75","0","0","0","0","0","0","0","0","18.7875"
