"ID","num_logins","days_no_activities","act_per_day","num_online_meetings","due_1A","due_1B","due_2_1A","due_2_1B","due_2_2A","due_2_2B","due_3A","due_3B","due_4A","due_4B","due_5A","due_5B","due_6A","due_6B","due_7A","due_7B","avg_due","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","avg_time_test"
"1","67","40","7.1298699378967285","3","4","4","4","0","4","4","1","1","2","2","2","2","1","1","2","2","2.25","18.0","12.233333333333333","18.95","18.75","50.233333333333334","334.95","53.5","19.816666666666666","21.066666666666666","22.416666666666668","14.4","17.233333333333334","6.6","7.633333333333334","21.75","19.366666666666667","41.056250000000006"
"2","30","62","4.025973796844482","3","0","0","0","0","0","0","0","-999","0","0","0","0","0","0","0","0","0","22.933333333333334","18.65","30.966666666666665","34.55","14.683333333333334","1.3166666666666667","100.6","0","28.933333333333334","1.45","21.783333333333335","24.416666666666668","10.416666666666666","1.0","30.683333333333334","1.6666666666666667","22.93666666666667"
"3","76","33","7.207792282104492","1","2","2","0","0","0","-999","0","0","0","-999","0","0","0","-999","0","0","0.3076923076923077","25.583333333333332","18.366666666666667","30.716666666666665","30.233333333333334","23.783333333333335","0","24.15","17.25","31.5","0","19.45","32.3","9.783333333333333","0","16.383333333333333","17.15","22.819230769230767"
"4","78","34","7.740259647369385","10","4","4","4","1","3","3","2","1","4","4","1","1","2","2","0","0","2.25","18.133333333333333","16.516666666666666","32.75","21.25","17.533333333333335","0","31.633333333333333","32.61666666666667","131.63333333333333","40.0","29.066666666666666","51.55","23.166666666666668","11.533333333333333","34.36666666666667","35.55","35.153333333333336"
"5","117","23","10.311688423156738","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0.25","30.433333333333334","19.683333333333334","63.1","76.6","62.666666666666664","55.333333333333336","84.66666666666667","98.5","74.38333333333334","59.06666666666667","37.78333333333333","58.233333333333334","52.78333333333333","18.483333333333334","71.0","54.266666666666666","57.311458333333334"
"6","193","5","18.207792282104492","0","3","2","3","2","4","3","3","-999","4","-999","3","-999","4","-999","4","2","3.0833333333333335","41.63333333333333","32.916666666666664","39.8","27.066666666666666","32.03333333333333","21.916666666666668","33.43333333333333","0","28.0","0","21.683333333333334","0","16.0","0","29.783333333333335","46.233333333333334","30.875"
"7","123","36","9.831169128417969","0","1","-20","1","-13","1","-6","1","0","0","-999","0","-999","0","0","0","0","-2.5","46.766666666666666","0","17.3","0","19.716666666666665","0","148.13333333333333","22.633333333333333","15.866666666666667","0","18.733333333333334","0","30.3","10.45","14.3","1416.0666666666666","160.02424242424243"
"8","82","39","7.532467365264893","4","-1","-3","-3","-3","0","-999","-999","-14","-999","-8","-999","-9","-999","-2","-999","0","-4.3","0","13.283333333333333","0","1403.0166666666667","19.45","0","0","1414.55","0","68.73333333333333","0","22.116666666666667","0","12.816666666666666","0","1424.2333333333333","547.275"
"9","106","23","8.01298713684082","13","4","2","3","2","2","-999","1","-999","4","-999","3","-999","4","-999","2","0","2.4545454545454546","21.75","10.05","23.216666666666665","20.216666666666665","14.483333333333333","0","36.36666666666667","0","30.583333333333332","0","15.8","0","11.183333333333334","0","27.333333333333332","17.933333333333334","20.810606060606066"
"11","132","19","12.142857551574707","0","1","0","1","-999","0","1","1","0","1","-999","1","1","1","-999","1","-999","0.75","28.766666666666666","19.366666666666667","58.766666666666666","0","49.68333333333333","62.2","85.36666666666666","66.38333333333334","89.6","0","44.2","51.483333333333334","16.6","0","43.0","0","51.28472222222222"
